State,Number,Letter,Value,Quantity,Box
NY,685,F,$0.65 ,1,17
NY,685,I,$0.50 ,2,17
NY,685,J,$0.40 ,1,17
NY,695,A,$10.00 ,1,17
NY,695,D,$1.00 ,1,17
NY,695,E,$0.50 ,1,17
NY,695,H,$0.50 ,2,17
NY,715,A,$3.00 ,1,17
NY,735,B,$7.50 ,1,17
NY,735,F,$1.00 ,1,17
NY,735,J,$0.75 ,1,17
NY,735,La,$0.75 ,1,17
NY,735,M,$0.75 ,1,17
NY,745,A,$5.00 ,1,17
NY,745,B,$0.50 ,1,17
NY,760,A,$0.35 ,3,17
NY,760,B,$0.35 ,2,17
NY,760,C,$0.35 ,1,17
NY,760,D,$0.35 ,2,17
NY,775,A,$1.00 ,1,17
NY,780,A,$150.00 ,1,17
NY,780,Bb,$10.00 ,2,17
NY,780,D,$1.25 ,3,17
NY,780,E,$0.35 ,3,17
NY,780,F,$0.35 ,4,17
NY,780,G,$0.35 ,3,18
NY,780,Ha,$0.35 ,3,18
NY,780,Hb,$0.35 ,3,18
NY,780,J,$1.50 ,3,18
NY,780,Ma,$3.50 ,1,18
NY,780,Mb,$3.50 ,1,18
NY,780,Oa,$5.00 ,1,18
NY,780,Ob,$5.00 ,1,18
NY,780,Pa,$3.50 ,1,18
NY,780,Q,$3.50 ,1,18
NY,780,S,$1.00 ,1,18
NY,780,U,$1.00 ,1,18
NY,780,V,$1.00 ,1,18
NY,780,W,$1.00 ,1,18
NY,780,X,$10.00 ,2,18
NY,780,Y,$1.25 ,1,18
NY,780,Z,$1.25 ,1,18
NY,785,A,$0.50 ,3,18
NY,785,B,$0.50 ,3,18
NY,785,C,$1.50 ,1,18
NY,790,A,$0.35 ,3,18
NY,790,C,$0.35 ,1,18
NY,790,D,$2.00 ,1,18
NY,790,F,$0.50 ,2,18
NY,790,G,$0.50 ,1,18
NY,790,H,$0.50 ,1,18
NY,790,I,$0.50 ,1,18
NY,790,J,$4.00 ,1,18
NY,790,O,$0.50 ,1,18
NY,790,P,$0.50 ,2,18
NY,790,Q,$0.50 ,2,18
NY,790,R,$0.50 ,2,18
NY,790,S,$0.50 ,3,18
NY,810,B,$3.50 ,1,18
NY,810,C,$1.00 ,1,18
NY,810,D,$1.00 ,1,18
NY,830,A,$0.35 ,3,18
NY,830,B,$0.50 ,3,18
NY,830,C,$0.35 ,3,18
NY,830,D,$2.00 ,2,18
NY,850,A,$1.00 ,1,18
NY,850,B,$1.00 ,1,18
NY,875,A,$7.50 ,1,18
NY,875,B,$2.50 ,1,18
NY,875,D,$5.50 ,1,18
NY,875,E,$0.35 ,4,18
NY,875,F,$0.35 ,4,18
NY,875,G,$0.35 ,3,18
NY,875,H,$0.35 ,4,18
NY,875,I,$0.35 ,2,18
NY,875,K,$0.35 ,4,18
NY,875,L,$0.75 ,4,18
NY,875,M,$0.75 ,3,19
NY,875,O,$0.75 ,3,19
NY,875,Q,$0.75 ,1,19
NY,875,R,$0.35 ,3,19
NY,875,S,$0.50 ,3,19
NY,875,T,$0.35 ,2,19
NY,875,U,$1.00 ,1,19
NY,875,V,$1.00 ,3,19
NY,875,W,$1.00 ,1,19
NY,875,X,$0.50 ,4,19
NY,875,Y,$0.50 ,4,19
NY,875,Z,$0.50 ,5,19
NY,875,AC,$0.75 ,1,19
NY,875,AD,$0.35 ,3,19
NY,875,AG,$0.50 ,1,19
NY,890,E,$0.35 ,3,19
NY,890,F,$0.35 ,3,19
NY,890,G,$0.50 ,4,19
NY,890,H,$6.00 ,1,19
NY,905,A,$7.50 ,1,19
NY,905,B,$0.35 ,6,19
NY,905,C,$2.50 ,2,19
NY,905,D,$3.00 ,1,19
NY,905,E,$0.50 ,1,19
NY,905,G,$0.35 ,4,19
NY,905,J,$2.00 ,1,19
NY,905,K,$0.40 ,2,19
NY,905,M,$0.40 ,1,19
NY,905,Oa,$0.75 ,1,19
NY,905,P,$0.75 ,1,19
NY,945,A,$10.00 ,1,19
NY,945,F,$0.75 ,1,19
NY,945,G,$0.35 ,4,19
NY,955,A,$1.50 ,2,19
NY,980,B,$0.75 ,1,19
NY,980,C,$0.75 ,1,19
NY,995,A,$0.35 ,4,19
NY,995,B,$3.50 ,1,19
NY,995,C,$2.00 ,1,19
NY,1000,D,$5.00 ,1,19
OH,10,D,$2.50 ,1,19
OH,10,G,$0.35 ,1,19
OH,10,P,$0.35 ,1,19
OH,10,R,$0.35 ,2,19
OH,10,U,$0.35 ,1,19
OH,10,W,$0.50 ,1,19
OH,15,C,$0.35 ,1,19
OH,15,F,$4.00 ,1,19
OH,25,A,$2.50 ,1,19
OH,30,C,$0.35 ,1,19
OH,30,E,$0.35 ,1,19
OH,80,A,$1.00 ,1,19
OH,125,A,$2.00 ,1,19
OH,125,H,$0.35 ,1,19
OH,125,K,$0.35 ,1,19
OH,125,M,$0.35 ,1,19
OH,125,N,$0.35 ,1,19
OH,125,O,$0.35 ,1,19
OH,165,Xb,$0.75 ,1,19
OH,165,Y,$1.00 ,1,19
OH,165,Z,$0.35 ,1,19
OH,165,AE,$1.00 ,1,19
OH,165,AI,$0.65 ,1,20
OH,165,AJ,$0.75 ,1,20
OH,165,AL,$0.60 ,1,20
OH,175,W,$7.00 ,1,20
OH,175,AA,$1.00 ,1,20
OH,175,AC,$0.50 ,1,20
OH,175,AF,$6.00 ,1,20
OH,200,D,$0.35 ,2,20
OH,230,L,$0.35 ,1,20
OH,230,M,$5.00 ,1,20
OH,230,O,$1.00 ,1,20
OH,230,AJ,$0.35 ,1,20
OH,230,AK,$0.80 ,1,20
OH,230,AL,$0.50 ,1,20
OH,290,B,$0.35 ,1,20
OH,330,A,$0.35 ,1,20
OH,355,A,$0.50 ,1,20
OH,355,B,$0.50 ,1,20
OH,380,A,$2.00 ,1,20
OH,380,B,$1.50 ,1,20
OH,380,C,$5.00 ,1,20
OH,385,A,$0.35 ,1,20
OH,385,B,$0.35 ,1,20
OH,425,A,$0.75 ,1,20
OH,425,G,$5.00 ,1,20
OH,435,A,$1.50 ,1,20
OH,435,B,$0.35 ,1,20
OH,440,B,$10.00 ,2,20
OH,440,C,$1.00 ,1,20
OH,440,N,$3.00 ,1,20
OH,450,C,$0.35 ,1,20
OH,450,E,$0.35 ,1,20
OH,450,F,$0.35 ,2,20
OH,450,G,$0.50 ,1,20
OH,450,H,$0.35 ,1,20
OH,450,I,$0.50 ,1,20
OH,465,D,$1.00 ,1,20
OH,475,G,$0.35 ,1,20
OH,475,J,$0.35 ,1,20
OH,505,A,$7.50 ,1,20
OH,505,B,$0.35 ,1,20
OH,505,D,$0.35 ,1,20
OH,505,F,$0.35 ,1,20
OH,505,L,$0.50 ,1,20
OH,505,M,$0.50 ,1,20
OH,505,P,$0.75 ,1,20
OH,505,U,$0.75 ,1,20
OH,505,AC,$1.00 ,1,20
OH,520,F,$3.00 ,1,20
OH,520,G,$0.35 ,1,20
OH,535,C,$1.50 ,1,20
OH,552,C,$3.00 ,1,20
OH,560,Bc,$0.50 ,1,20
OH,605,A,$2.00 ,1,20
OH,605,B,$1.00 ,1,20
OH,605,C,$1.00 ,1,20
OH,605,E,$1.50 ,1,20
OH,605,F,$1.50 ,1,20
OH,735,A,$3.00 ,1,20
OH,745,G,$0.35 ,1,20
OH,750,A,$5.00 ,1,20
OH,770,A,$0.35 ,1,20
OH,770,B,$0.35 ,1,20
OH,815,A,$0.35 ,1,20
OH,815,I,$0.75 ,1,20
OH,815,J,$2.50 ,1,20
OH,830,C,$0.35 ,1,20
OH,830,D,$0.35 ,2,20
OH,830,E,$0.35 ,1,20
OH,830,F,$0.35 ,1,20
OH,835,A,$0.60 ,1,20
OH,860,A,$0.75 ,1,20
OH,860,D,$0.35 ,1,20
OH,860,E,$0.35 ,1,20
OH,860,F,$0.35 ,1,20
OH,860,G,$0.35 ,1,20
OH,860,H,$0.35 ,1,20
OH,860,I,$0.35 ,1,20
OH,860,L,$0.50 ,1,20
OH,860,M,$0.35 ,1,20
OH,860,N,$0.35 ,1,20
OH,860,O,$0.35 ,1,20
OH,860,Q,$0.50 ,1,20
OH,860,T,$0.80 ,2,20
OH,870,E,$0.60 ,1,20
OH,915,D,$0.35 ,1,20
OH,915,H,$0.35 ,1,20
OH,985,B,$0.35 ,1,20
OH,990,A,$0.75 ,1,20
OH,990,B,$0.35 ,1,20
OH,1000,O,$5.00 ,1,20
OH,1000,P,$5.00 ,1,20
OH,1000,S,$1.00 ,1,20
OK,180,A,$2.00 ,1,20
OK,280,C,$2.00 ,1,20
OK,280,D,$2.00 ,1,20
OK,510,A,$1.00 ,1,20
OK,590,C,$2.00 ,1,20
OK,640,A,$6.50 ,1,20
OK,640,C,$0.35 ,1,20
OK,640,D,$0.35 ,1,20
OK,640,E,$0.35 ,1,20
OK,640,F,$0.35 ,1,20
OK,660,B,$1.00 ,1,20
OK,860,Q,$2.00 ,1,20
OK,860,Y,$1.50 ,1,20
OK,860,Z,$3.00 ,1,20
OR,20,F,$2.00 ,1,21
OR,20,G,$2.00 ,1,21
OR,100,A,$5.00 ,1,21
OR,130,C,$7.50 ,1,21
OR,130,D,$4.00 ,1,21
OR,160,J,$1.50 ,1,21
OR,240,B,$5.00 ,1,21
OR,240,D,$0.50 ,1,21
OR,240,F,$0.65 ,1,21
OR,240,G,$0.80 ,1,21
OR,240,H,$0.50 ,1,21
OR,240,I,$0.50 ,1,21
OR,240,K,$0.80 ,1,21
OR,240,M,$0.50 ,1,21
OR,240,N,$1.50 ,1,21
OR,240,Q,$0.50 ,1,21
OR,400,C,$0.50 ,1,21
OR,400,D,$0.50 ,1,21
OR,400,E,$0.75 ,1,21
OR,400,F,$0.50 ,1,21
OR,520,B,$0.50 ,1,21
OR,700,E,$3.00 ,1,21
OR,700,H,$0.35 ,1,21
OR,700,I,$0.35 ,1,21
OR,700,N,$0.35 ,1,21
OR,700,O,$0.35 ,1,21
OR,700,Tb,$3.00 ,1,21
OR,800,D,$1.50 ,1,21
OR,800,E,$1.50 ,1,21
OR,800,F,$1.50 ,1,21
OR,800,L,$1.50 ,1,21
OR,820,A,$1.00 ,1,21
OR,900,A,$1.00 ,1,21
PR,640,A,$0.35 ,1,21
PR,640,D,$0.35 ,1,21
PR,640,H,$0.35 ,1,21
PA,10,B,$0.75 ,1,21
PA,10,C,$0.35 ,1,21
PA,10,D,$0.35 ,1,21
PA,10,Ea,$0.75 ,1,21
PA,10,Eb,$0.75 ,1,21
PA,10,F,$0.75 ,1,21
PA,15,F,$2.00 ,1,21
PA,15,G,$0.35 ,1,21
PA,15,H,$0.35 ,1,21
PA,15,I,$0.35 ,1,21
PA,15,K,$2.00 ,1,21
PA,15,M,$4.00 ,1,21
PA,15,O,$2.00 ,1,21
PA,15,Q,$0.35 ,1,21
PA,15,R,$0.35 ,1,21
PA,20,B,$1.00 ,1,21
PA,20,C,$1.00 ,1,21
PA,25,C,$4.00 ,1,21
PA,25,D,$1.00 ,1,21
PA,25,E,$0.35 ,1,21
PA,65,C,$3.00 ,1,21
PA,65,D,$1.50 ,1,21
PA,65,K,$2.00 ,1,21
PA,65,N,$1.00 ,1,21
PA,65,Q,$1.50 ,1,21
PA,65,R,$0.35 ,1,21
PA,65,S,$0.35 ,1,21
PA,70,A,$0.35 ,1,21
PA,70,B,$0.35 ,1,21
PA,70,C,$0.35 ,1,21
PA,85,A,$10.00 ,2,21
PA,85,B,$0.35 ,1,21
PA,105,A,$0.50 ,1,21
PA,105,B,$0.50 ,1,21
PA,110,A,$0.75 ,1,21
PA,142,A,$1.00 ,1,21
PA,142,C,$1.50 ,1,21
PA,142,E,$1.50 ,1,21
PA,142,F,$1.50 ,1,21
PA,142,G,$1.50 ,1,21
PA,142,H,$1.50 ,1,21
PA,155,A,$0.75 ,1,21
PA,165,G,$2.00 ,1,21
PA,165,I,$2.00 ,1,21
PA,175,C,$0.50 ,1,21
PA,175,D,$0.75 ,1,21
PA,175,E,$2.00 ,1,21
PA,180,B,$0.50 ,1,21
PA,180,C,$1.50 ,1,21
PA,180,F,$0.35 ,1,21
PA,180,J,$0.50 ,1,21
PA,190,A,$0.35 ,1,21
PA,190,B,$0.35 ,1,21
PA,190,C,$0.35 ,1,21
PA,195,H,$0.50 ,1,21
PA,195,L,$8.50 ,1,21
PA,195,M,$0.35 ,1,21
PA,200,A,$0.35 ,1,21
PA,200,B,$0.35 ,1,21
PA,200,C,$0.35 ,1,21
PA,235,A,$0.75 ,1,21
PA,263,A,$0.35 ,1,21
PA,263,B,$0.35 ,2,21
PA,263,C,$0.35 ,1,21
PA,263,D,$0.35 ,1,21
PA,265,A,$1.00 ,1,21
PA,293,A,$1.50 ,1,21
PA,293,B,$2.10 ,1,21
PA,293,C,$1.50 ,1,21
PA,295,A,$7.50 ,1,22
PA,305,B,$1.00 ,1,22
PA,305,E,$0.35 ,1,22
PA,325,B,$1.00 ,1,22
PA,325,E,$1.00 ,1,22
PA,340,C,$1.00 ,1,22
PA,340,E,$0.50 ,1,22
PA,360,A,$3.50 ,1,22
PA,360,B,$2.00 ,1,22
PA,360,C,$2.00 ,1,22
PA,360,D,$0.50 ,1,22
PA,360,E,$0.35 ,1,22
PA,375,A,$0.35 ,1,22
PA,420,A,$2.00 ,1,22
PA,440,A,$3.00 ,1,22
PA,445,A,$1.00 ,1,22
PA,445,B,$1.00 ,1,22
PA,445,C,$60.00 ,1,22
PA,455,A,$6.50 ,1,22
PA,455,C,$0.35 ,1,22
PA,455,D,$0.50 ,1,22
PA,455,F,$0.50 ,1,22
PA,455,G,$2.00 ,1,22
PA,455,H,$1.00 ,1,22
PA,458,A,$7.50 ,1,22
PA,463,A,$0.75 ,2,22
PA,465,A,$1.00 ,1,22
PA,485,A,$1.50 ,1,22
PA,490,A,$10.00 ,1,22
PA,495,G,$5.00 ,1,22
PA,495,H,$5.00 ,1,22
PA,495,I,$3.50 ,1,22
PA,495,L,$3.00 ,1,22
PA,495,M,$0.35 ,1,22
PA,495,O,$0.35 ,1,22
PA,495,P,$2.50 ,1,22
PA,495,Q,$1.00 ,1,22
PA,495,S,$1.00 ,1,22
PA,495,V,$0.60 ,1,22
PA,495,Y,$0.60 ,1,22
PA,495,Z,$0.60 ,1,22
PA,495,AB,$0.75 ,1,22
PA,525,A,$2.50 ,1,22
PA,525,B,$0.35 ,2,22
PA,525,C,$0.35 ,1,22
PA,525,D,$0.35 ,1,22
PA,525,E,$0.75 ,1,22
PA,525,F,$1.50 ,1,22
PA,525,G,$0.75 ,1,22
PA,525,H,$2.00 ,1,22
PA,525,J,$1.00 ,1,22
PA,525,M,$4.50 ,1,22
PA,555,A,$1.00 ,2,22
PA,565,B,$0.35 ,2,22
PA,565,C,$0.35 ,1,22
PA,565,D,$0.35 ,1,22
PA,565,E,$0.35 ,1,22
PA,570,A,$0.50 ,1,22
PA,585,Ab,$12.50 ,1,22
PA,590,B,$0.35 ,2,22
PA,605,E,$1.00 ,1,22
PA,605,F,$1.00 ,1,22
PA,605,G,$0.35 ,1,22
PA,605,H,$0.50 ,1,22
PA,605,J,$0.35 ,1,22
PA,605,K,$0.35 ,1,22
PA,605,L,$0.35 ,1,22
PA,605,M,$0.35 ,1,22
PA,605,N,$0.35 ,1,22
PA,615,A,$0.35 ,1,22
PA,615,C,$0.35 ,1,22
PA,615,D,$0.65 ,1,22
PA,615,E,$0.65 ,1,22
PA,615,F,$0.65 ,1,22
PA,615,J,$0.50 ,1,22
PA,615,L,$0.65 ,1,22
PA,615,N,$0.75 ,1,22
PA,655,A,$7.50 ,1,22
PA,660,A,$0.50 ,1,22
PA,675,B,$0.50 ,1,22
PA,675,D,$2.00 ,1,22
PA,695,Aa,$0.35 ,1,22
PA,695,Ab,$0.35 ,1,22
PA,695,B,$0.35 ,1,22
PA,695,C,$0.35 ,1,22
PA,705,A,$0.35 ,1,22
PA,705,B,$0.35 ,1,22
PA,705,C,$0.35 ,1,22
PA,705,D,$3.50 ,1,22
PA,705,E,$0.50 ,1,22
PA,720,A,$3.50 ,1,22
PA,723,A,$1.00 ,1,22
PA,725,D,$7.50 ,1,22
PA,725,Ia,$0.50 ,1,22
PA,725,J,$0.35 ,1,22
PA,725,K,$1.00 ,1,22
PA,750,W,$1.00 ,1,22
PA,750,X,$1.00 ,1,22
PA,750,Y,$1.00 ,1,22
PA,750,Z,$10.00 ,1,22
PA,750,AA,$0.35 ,1,22
PA,750,AB,$1.50 ,1,22
PA,750,AF,$0.35 ,1,22
PA,750,AG,$0.35 ,1,22
PA,750,AH,$0.35 ,1,22
PA,750,AI,$0.35 ,1,22
PA,750,AJ,$17.50 ,1,22
PA,750,AK,$1.00 ,1,22
PA,750,AL,$1.00 ,1,22
PA,750,AM,$1.00 ,1,22
PA,750,AN,$3.50 ,1,22
PA,750,AO,$0.35 ,1,22
PA,750,AP,$0.35 ,2,22
PA,750,AQ,$0.35 ,1,22
PA,750,AR,$0.35 ,1,22
PA,750,AS,$1.00 ,1,22
PA,750,AU,$17.50 ,1,22
PA,750,AW,$0.50 ,1,22
PA,750,AX,$0.75 ,1,22
PA,750,AY,$1.00 ,1,22
PA,750,AZ,$0.50 ,1,22
PA,750,BA,$3.50 ,1,22
PA,750,BB,$2.00 ,1,22
PA,750,BD,$1.50 ,1,22
PA,765,X,$0.35 ,1,22
PA,765,Y,$0.35 ,1,22
PA,765,Z,$0.35 ,1,22
PA,765,AA,$0.35 ,1,22
PA,765,AB,$0.35 ,1,22
PA,765,AC,$0.50 ,1,22
PA,765,AK,$2.00 ,1,22
PA,775,B,$0.35 ,1,22
PA,780,A,$1.00 ,1,22
PA,785,B,$0.50 ,1,22
PA,785,E,$0.50 ,1,22
PA,785,K,$0.85 ,1,22
PA,805,Aa,$0.60 ,1,22
PA,805,C,$0.50 ,1,22
PA,810,A,$5.00 ,1,22
PA,815,A,$3.50 ,1,22
PA,840,E,$0.50 ,1,22
PA,840,F,$0.50 ,3,22
PA,840,G,$0.50 ,1,22
PA,840,H,$0.50 ,1,22
PA,850,Aa,$0.35 ,1,22
PA,850,B,$0.35 ,1,22
PA,850,C,$0.35 ,1,22
PA,860,A,$7.50 ,1,22
PA,865,A,$0.75 ,1,22
PA,865,B,$1.25 ,1,22
PA,870,A,$2.00 ,1,22
PA,875,B,$2.00 ,1,22
PA,920,A,$1.00 ,1,22
PA,930,A,$1.00 ,1,22
PA,930,B,$2.00 ,1,22
PA,930,C,$0.50 ,1,22
PA,930,D,$0.50 ,1,22
PA,930,E,$1.00 ,1,22
PA,930,F,$0.50 ,1,22
PA,935,A,$0.35 ,1,22
PA,935,B,$0.35 ,1,22
PA,940,B,$0.50 ,1,22
PA,945,A,$0.75 ,1,22
PA,945,C,$1.00 ,1,22
PA,950,F,$20.00 ,1,22
PA,950,G,$1.00 ,1,22
PA,950,H,$0.75 ,1,22
PA,950,I,$1.00 ,1,22
PA,950,Ja,$2.00 ,1,22
PA,980,A,$0.50 ,1,22
PA,985,D,$0.50 ,1,22
PA,985,E,$0.35 ,1,22
PA,985,F,$0.50 ,1,22
PA,985,G,$0.75 ,1,22
PA,985,H,$0.50 ,1,22
PA,985,J,$1.25 ,1,22
PA,985,K,$1.10 ,1,22
PA,990,A,$0.35 ,1,22
PA,990,B,$0.35 ,1,22
PA,990,C,$3.50 ,1,22
PA,990,D,$2.00 ,1,22
PA,990,E,$1.50 ,1,22
PA,995,A,$0.35 ,1,22
PA,995,B,$2.00 ,1,22
PA,995,C,$0.35 ,1,22
PA,995,D,$0.35 ,1,22
PA,997,A,$3.50 ,1,22
PA,997,B,$3.50 ,1,22
PA,997,E,$4.00 ,1,22
PA,997,H,$4.00 ,1,22
PA,997,J,$4.00 ,1,22
PA,997,N,$2.50 ,1,22
PA,998,X,$2.00 ,1,22
PA,1000,D,$1.00 ,1,22
PA,1000,I,$1.00 ,1,22
RI,120,A,$0.35 ,1,22
RI,120,B,$0.35 ,1,22
RI,520,A,$0.35 ,1,22
RI,521,G,$2.00 ,1,22
RI,521,H,$2.00 ,1,22
RI,521,I,$2.00 ,1,22
RI,521,L,$2.50 ,1,22
RI,521,M,$2.50 ,1,22
RI,521,N,$2.00 ,1,22
RI,521,O,$2.00 ,1,22
RI,521,P,$2.00 ,1,22
RI,521,Q,$2.00 ,1,23
RI,700,E,$0.35 ,1,24
RI,700,F,$0.50 ,1,24
RI,700,G,$1.00 ,1,24
RI,700,K,$1.00 ,1,24
RI,700,M,$2.00 ,1,24
SC,40,A,$1.00 ,1,24
SC,190,B,$0.50 ,1,24
SC,240,B,$0.35 ,1,24
SC,310,B,$8.50 ,1,24
SC,310,C,$0.35 ,1,24
SC,310,D,$0.50 ,1,24
SC,310,E,$0.50 ,1,24
SC,310,F,$0.35 ,1,24
SC,310,G,$0.50 ,1,24
SC,310,Ha,$0.35 ,1,24
SC,310,I,$0.50 ,1,24
SC,430,D,$0.35 ,1,24
SC,730,A,$0.50 ,1,24
SD,100,B,$5.00 ,1,24
SD,100,C,$2.00 ,1,24
SD,260,D,$2.00 ,1,24
SD,260,F,$1.00 ,1,24
SD,480,A,$0.50 ,1,24
SD,680,A,$1.00 ,1,24
SD,680,B,$2.00 ,1,24
SD,780,C,$0.50 ,1,24
SD,840,A,$0.35 ,1,24
SD,840,C,$0.35 ,1,24
SD,840,D,$0.35 ,1,24
SD,840,E,$0.35 ,1,24
SD,860,D,$3.50 ,1,24
SD,950,A,$3.00 ,1,24
SD,950,B,$2.00 ,1,24
SD,950,C,$2.70 ,1,24
SD,950,D,$2.65 ,1,24
SD,950,E,$2.65 ,1,24
TN,160,A,$0.50 ,2,24
TN,320,A,$0.50 ,1,24
TN,320,B,$0.50 ,1,24
TN,320,C,$0.50 ,1,24
TN,415,D,$0.75 ,1,24
TN,415,G,$1.00 ,1,24
TN,430,Lb,$0.50 ,1,24
TN,430,AA,$10.00 ,1,24
TN,430,AB,$1.50 ,1,24
TN,775,A,$0.35 ,1,24
TN,775,B,$0.35 ,1,24
TX,5,C,$0.35 ,1,24
TX,30,D,$0.35 ,1,24
TX,40,A,$1.00 ,1,24
TX,50,B,$0.35 ,1,24
TX,50,G,$0.35 ,1,24
TX,50,H,$0.35 ,1,24
TX,50,I,$0.35 ,1,24
TX,50,J,$0.35 ,2,24
TX,50,K,$0.35 ,1,24
TX,50,L,$0.35 ,1,24
TX,65,I,$0.50 ,1,24
TX,135,D,$3.50 ,1,24
TX,220,A,$0.35 ,1,24
TX,255,B,$0.35 ,1,24
TX,255,H,$0.35 ,1,24
TX,255,I,$0.35 ,1,24
TX,255,J,$0.35 ,1,24
TX,255,Q,$20.00 ,1,24
TX,255,AA,$2.00 ,1,24
TX,255,AB,$2.00 ,1,24
TX,270,A,$1.50 ,1,24
TX,275,B,$1.00 ,1,24
TX,275,D,$1.00 ,1,24
TX,275,E,$1.00 ,1,24
TX,320,E,$0.35 ,1,24
TX,340,I,$0.35 ,1,24
TX,340,J,$0.35 ,1,24
TX,340,K,$0.35 ,1,24
TX,340,L,$0.35 ,1,24
TX,340,N,$0.35 ,1,24
TX,340,O,$0.35 ,1,24
TX,340,V,$1.00 ,1,24
TX,340,W,$2.00 ,1,24
TX,350,A,$1.00 ,1,24
TX,350,C,$2.00 ,1,24
TX,350,F,$2.50 ,1,24
TX,360,I,$0.60 ,1,24
TX,360,J,$0.60 ,1,24
TX,365,A,$2.00 ,1,24
TX,445,B,$0.35 ,1,24
TX,445,C,$0.35 ,1,24
TX,445,D,$0.35 ,1,24
TX,445,E,$0.35 ,1,24
TX,445,K,$0.35 ,1,24
TX,445,L,$0.35 ,1,24
TX,445,R,$1.50 ,1,24
TX,445,S,$1.00 ,1,24
TX,445,T,$2.00 ,1,24
TX,445,U,$2.00 ,1,24
TX,445,V,$2.00 ,1,24
TX,445,W,$2.00 ,1,24
TX,445,X,$2.00 ,1,24
TX,445,AB,$2.00 ,1,24
TX,445,AC,$2.00 ,1,24
TX,455,A,$1.00 ,1,25
TX,565,C,$0.50 ,1,25
TX,630,B,$0.50 ,1,25
TX,760,F,$0.50 ,1,25
TX,810,C,$0.35 ,1,25
TX,810,D,$0.35 ,1,25
TX,810,E,$0.35 ,1,25
TX,810,F,$0.35 ,1,25
TX,810,R,$0.35 ,1,25
TX,810,S,$0.40 ,1,25
TX,810,U,$0.50 ,1,25
TX,810,V,$0.50 ,1,25
TX,810,AF,$2.00 ,1,25
TX,810,AG,$2.00 ,1,25
TX,810,AI,$0.50 ,1,25
TX,810,AJ,$0.50 ,1,25
TX,810,AR,$5.00 ,1,25
TX,810,AS,$2.50 ,1,25
TX,925,A,$0.35 ,1,25
TX,945,A,$1.00 ,1,25
TX,950,E,$0.35 ,1,25
TX,985,D,$0.35 ,1,25
TX,985,E,$0.35 ,1,25
TX,1000,F,$1.50 ,1,25
UT,300,A,$10.00 ,1,25
UT,400,A,$0.50 ,1,25
UT,400,C,$1.00 ,1,25
UT,525,C,$0.50 ,1,25
UT,525,D,$0.50 ,1,25
UT,525,E,$0.35 ,1,25
UT,750,F,$0.50 ,1,25
UT,750,G,$0.50 ,1,25
UT,750,K,$0.50 ,1,25
UT,750,P,$0.35 ,1,25
UT,750,S,$0.35 ,1,25
UT,750,T,$1.25 ,1,25
UT,750,U,$1.25 ,1,25
UT,750,V,$1.25 ,1,25
UT,750,W,$1.25 ,1,25
VA,20,C,$0.35 ,1,25
VA,20,K,$0.50 ,1,25
VA,20,L,$0.75 ,1,25
VA,20,O,$0.75 ,1,25
VA,65,C,$0.35 ,1,25
VA,65,D,$0.50 ,1,25
VA,65,E,$1.25 ,1,25
VA,210,A,$0.35 ,1,25
VA,210,B,$0.35 ,1,25
VA,210,C,$0.35 ,1,25
VA,210,E,$0.35 ,1,25
VA,210,G,$0.35 ,1,25
VA,260,B,$0.50 ,1,25
VA,280,A,$0.35 ,1,25
VA,470,B,$0.50 ,1,25
VA,470,C,$0.50 ,1,25
VA,470,G,$0.50 ,1,25
VA,470,H,$0.50 ,1,25
VA,470,I,$0.50 ,1,25
VA,500,D,$0.35 ,1,25
VA,500,F,$0.35 ,1,25
VA,560,A,$0.35 ,1,25
VA,560,B,$0.35 ,1,25
VA,580,E,$0.35 ,1,25
VA,580,F,$0.35 ,1,25
VA,580,G,$0.35 ,1,25
VA,580,H,$0.35 ,1,25
VA,580,I,$0.35 ,1,25
VA,580,J,$0.35 ,1,25
VA,580,K,$0.35 ,1,25
VA,580,M,$0.35 ,1,25
VA,580,N,$0.35 ,1,25
VA,580,O,$7.50 ,1,25
VA,580,S,$0.50 ,1,25
VA,580,U,$10.00 ,1,25
VA,600,I,$3.50 ,1,25
VA,600,J,$3.50 ,1,25
VA,660,C,$0.35 ,2,25
VA,660,D,$0.35 ,1,25
VA,660,E,$0.35 ,1,25
VA,660,F,$0.35 ,1,25
VA,660,G,$0.35 ,1,25
VA,710,B,$0.75 ,1,25
VA,720,B,$7.50 ,1,25
VA,720,C,$8.00 ,1,25
VA,720,E,$1.00 ,1,25
VA,720,G,$0.35 ,1,25
VA,720,J,$0.35 ,1,25
VA,730,C,$0.35 ,1,25
VA,730,D,$0.35 ,1,25
VA,730,F,$0.35 ,1,25
VA,895,F,$0.50 ,1,25
VA,900,A,$0.35 ,1,25
VA,985,E,$5.00 ,1,25
VA,985,F,$2.00 ,1,25
VA,985,G,$0.75 ,1,25
VA,985,H,$0.35 ,1,25
VA,985,I,$0.75 ,1,25
VA,997,A,$0.50 ,1,25
WV,100,C,$0.35 ,1,25
WV,140,A,$0.35 ,1,25
WV,140,B,$0.35 ,1,25
WV,200,A,$2.00 ,1,25
WV,200,C,$0.50 ,1,25
WV,240,B,$0.35 ,1,25
WV,290,A,$1.00 ,1,25
WV,290,E,$0.35 ,1,25
WV,290,F,$0.50 ,1,25
WV,290,G,$0.35 ,1,25
WV,480,D,$0.75 ,1,26
